Port,Group1L,"","","","","",Group1R,"","","","","",Group2L,"","","","","",Group2R,"","","","","",Group3L,"","","","","",Group3R,"","","","","",Group4L,"","","","","",Group4R,"","","","","",Group5L,"","","","","",Group5R,"","","","","",Group6L,"","","","","",Group6R,"","","","","",Group7L,"","","","","",Group7R,"","","","","",Group8L,"","","","","",Group8R,"","","","","",Group9L,"","","","","",Group9R,"","","","","",Group10L,"","","","","",Group10R,"","","","","",Group11L,"","","","","",Group11R,"","","","","",Group12L,"","","","","",Group12R,"","","","","",Group13L,"","","","","",Group13R,"","","","","",Group14L,"","","","","",Group14R,"","","","","",Group15L,"","","","","",Group15R,"","","","","",Group16L,"","","","","",Group16R,"","","","","",Group17L,"","","","","",Group17R,"","","","","",Group18L,"","","","","",Group18R,"","","","","",Group19L,"","","","","",Group19R,"","","","","",Group20L,"","","","","",Group20R,"","","","","",Group21L,"","","","","",Group21R,"","","","","",Group22L,"","","","","",Group22R,"","","","","",Group23L,"","","","","",Group23R,"","","","","",Group24L,"","","","","",Group24R,"","","","",""
Value 72,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6
Value 73,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,1,0,10,0,6,0,1,0,10,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,1,0,10,0,6,0,1,0,10,0,6,0,1,0,10,0,6,0,1,0,10,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,1,0,10,0,6,0,1,0,10,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6
Value 74,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6
Value 75,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,1,0,10,0,6,2,1,0,10,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,1,0,10,0,6,2,1,0,10,0,6,2,1,0,10,0,6,2,1,0,10,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,1,0,10,0,6,2,1,0,10,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6
Value 76,3,2,0,10,0,70,3,2,0,10,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,2,0,10,0,70,3,2,0,10,0,70,3,2,0,10,0,70,3,2,0,10,0,70,3,2,0,10,0,70,3,2,0,10,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,2,0,10,0,70,3,2,0,10,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70,3,0,0,0,0,70
Value 77,4,13,0,10,0,25,4,13,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,13,0,10,0,25,4,13,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25
Value 78,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25
Value 79,6,13,0,10,0,25,6,13,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,13,0,10,0,25,6,13,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25
Value 80,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25
Value 81,0,13,0,10,0,25,0,13,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,13,0,10,0,25,0,13,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25
Value 82,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25
Value 83,2,13,0,10,0,25,2,13,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,13,0,10,0,25,2,13,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25
Value 84,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25
Value 85,4,13,0,10,0,25,4,13,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,13,0,10,0,25,4,13,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25
Value 86,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25
Value 87,6,13,0,10,0,25,6,13,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,13,0,10,0,25,6,13,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25
Value 88,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25
Value 89,0,13,0,10,0,25,0,13,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,13,0,10,0,25,0,13,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25
Value 90,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25
Value 91,2,13,0,10,0,25,2,13,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,13,0,10,0,25,2,13,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25
Value 92,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25
Value 93,4,13,0,10,0,25,4,13,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,13,0,10,0,25,4,13,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25
Value 94,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25
