Port,Group1L,"","","","","",Group1R,"","","","","",Group2L,"","","","","",Group2R,"","","","","",Group3L,"","","","","",Group3R,"","","","","",Group4L,"","","","","",Group4R,"","","","","",Group5L,"","","","","",Group5R,"","","","","",Group6L,"","","","","",Group6R,"","","","","",Group7L,"","","","","",Group7R,"","","","","",Group8L,"","","","","",Group8R,"","","","","",Group9L,"","","","","",Group9R,"","","","","",Group10L,"","","","","",Group10R,"","","","","",Group11L,"","","","","",Group11R,"","","","","",Group12L,"","","","","",Group12R,"","","","","",Group13L,"","","","","",Group13R,"","","","","",Group14L,"","","","","",Group14R,"","","","","",Group15L,"","","","","",Group15R,"","","","","",Group16L,"","","","","",Group16R,"","","","","",Group17L,"","","","","",Group17R,"","","","","",Group18L,"","","","","",Group18R,"","","","","",Group19L,"","","","","",Group19R,"","","","","",Group20L,"","","","","",Group20R,"","","","","",Group21L,"","","","","",Group21R,"","","","","",Group22L,"","","","","",Group22R,"","","","","",Group23L,"","","","","",Group23R,"","","","","",Group24L,"","","","","",Group24R,"","","","",""
Value 95,6,13,0,10,0,25,6,13,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,13,0,10,0,25,6,13,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25
Value 96,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25
Value 97,0,13,0,10,0,25,0,13,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,13,0,10,0,25,0,13,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25
Value 98,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25
Value 99,2,13,0,10,0,25,2,13,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,13,0,10,0,25,2,13,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25
Value 100,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25
Value 101,4,13,0,10,0,25,4,13,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,13,0,10,0,25,4,13,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,2,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25
Value 102,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25
Value 103,6,13,0,10,0,25,6,13,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,13,0,10,0,25,6,13,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,2,0,10,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25
Value 104,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25
Value 105,0,13,0,10,0,25,0,13,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,13,0,10,0,25,0,13,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,2,0,10,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25
Value 106,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25
Value 107,2,13,0,10,0,25,2,13,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,13,0,10,0,25,2,13,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,2,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25
Value 108,3,12,0,10,0,25,3,12,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,12,0,10,0,25,3,12,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,3,0,10,0,25,3,3,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,3,0,10,0,25,3,3,0,10,0,25,3,3,0,10,0,25,3,3,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25
Value 109,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25
Value 110,5,12,0,10,0,25,5,12,0,10,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,12,0,10,0,25,5,12,0,10,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,3,0,10,0,25,5,3,0,10,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,3,0,10,0,25,5,3,0,10,0,25,5,3,0,10,0,25,5,3,0,10,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25
Value 111,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25,6,0,0,0,0,25
Value 112,7,12,0,10,0,25,7,12,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,12,0,10,0,25,7,12,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,3,0,10,0,25,7,3,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,3,0,10,0,25,7,3,0,10,0,25,7,3,0,10,0,25,7,3,0,10,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25,7,0,0,0,0,25
Value 113,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25
Value 114,1,12,0,10,0,25,1,12,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,12,0,10,0,25,1,12,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,3,0,10,0,25,1,3,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,3,0,10,0,25,1,3,0,10,0,25,1,3,0,10,0,25,1,3,0,10,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25
Value 115,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25
Value 116,3,12,0,10,0,25,3,12,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,12,0,10,0,25,3,12,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,3,0,10,0,25,3,3,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,3,0,10,0,25,3,3,0,10,0,25,3,3,0,10,0,25,3,3,0,10,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25
Value 117,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25
