Port,Group1L,"","","","","",Group1R,"","","","","",Group2L,"","","","","",Group2R,"","","","","",Group3L,"","","","","",Group3R,"","","","","",Group4L,"","","","","",Group4R,"","","","","",Group5L,"","","","","",Group5R,"","","","","",Group6L,"","","","","",Group6R,"","","","","",Group7L,"","","","","",Group7R,"","","","","",Group8L,"","","","","",Group8R,"","","","","",Group9L,"","","","","",Group9R,"","","","","",Group10L,"","","","","",Group10R,"","","","","",Group11L,"","","","","",Group11R,"","","","","",Group12L,"","","","","",Group12R,"","","","","",Group13L,"","","","","",Group13R,"","","","","",Group14L,"","","","","",Group14R,"","","","","",Group15L,"","","","","",Group15R,"","","","","",Group16L,"","","","","",Group16R,"","","","","",Group17L,"","","","","",Group17R,"","","","","",Group18L,"","","","","",Group18R,"","","","","",Group19L,"","","","","",Group19R,"","","","","",Group20L,"","","","","",Group20R,"","","","","",Group21L,"","","","","",Group21R,"","","","","",Group22L,"","","","","",Group22R,"","","","","",Group23L,"","","","","",Group23R,"","","","","",Group24L,"","","","","",Group24R,"","","","",""
Value 94,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54,5,0,0,0,0,54
Value 95,6,1,0,10,0,3,6,1,0,10,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3
Value 96,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,1,0,10,0,3,7,1,0,10,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3
Value 97,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,10,0,3,0,1,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
Value 98,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,1,0,10,0,3,1,1,0,10,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3
Value 99,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,1,0,10,0,3,2,1,0,10,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3
Value 100,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54,3,0,0,0,0,54
Value 101,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,1,0,10,0,10,4,1,0,10,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10
Value 102,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10
Value 103,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,1,0,10,0,10,6,1,0,10,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10
Value 104,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,10
Value 105,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,1,0,10,0,10,0,1,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10
Value 106,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,10
Value 107,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,1,0,10,0,10,2,1,0,10,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,10
Value 108,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10,3,0,0,0,0,10
Value 109,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,1,0,10,0,10,4,1,0,10,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10,4,0,0,0,0,10
Value 110,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10,5,0,0,0,0,10
Value 111,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,1,0,10,0,10,6,1,0,10,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10,6,0,0,0,0,10
Value 112,7,1,0,10,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3
Value 113,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
Value 114,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,1,0,10,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3
Value 115,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,1,0,10,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,3
Value 116,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,1,0,10,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3
